DATE,SEMIMAJOR_AXIS,PERIAPSIS,APOAPSIS,DOT_SEMIMAJOR_AXIS,DOT_PERIAPSIS,DOT_APOAPSIS
2011-04-20,7147.966441181639,762.7272342697565,776.935648093522,-0.016383212752771215,-0.04626003902149023,0.013493613516970981
2011-04-21,7147.950465340957,762.6273507493399,777.0035799325732,-0.01597584068258584,-0.0998835204165971,0.06793183905119804
2011-04-22,7147.933625154349,762.554292927136,777.0429573815627,-0.016840186607623764,-0.07305782220396395,0.03937744898951223
2011-04-23,7147.917058842038,762.4656544540328,777.098463230043,-0.016566312310715148,-0.08863847310317396,0.05550584848026574
2011-04-24,7147.900210333808,762.3587833593034,777.1716373083112,-0.016848508230395964,-0.10687109472939937,0.07317407826826638
2011-04-25,7147.883410671391,762.2773084514575,777.2195128913245,-0.01679966241681541,-0.08147490784585898,0.047875583013251344
2011-04-26,7147.866441158559,762.2016985033164,777.2611838138005,-0.01696951283247472,-0.07560994814116384,0.04167092247598703
2011-04-27,7147.849579130608,762.1159958981752,777.3131623630399,-0.016862027950992342,-0.0857026051411367,0.05197854923937939
2011-04-28,7147.832539555148,762.0715527043413,777.3235264059552,-0.01703957545942103,-0.044443193833899386,0.010364042915398386
2011-04-29,7147.815789728619,761.9815914656729,777.379987991565,-0.016749826529121492,-0.08996123866847938,0.05646158560978165
2011-04-30,7147.798076217716,761.8180903743759,777.5080620610552,-0.017713510903377028,-0.1635010912970074,0.12807406949013966
2011-05-01,7147.779179508683,761.7583151213626,777.5300438960031,-0.018896709032560466,-0.059775253013299334,0.02198183494795103
2011-05-02,7147.757324911501,761.6685911800158,777.576058642986,-0.021854597182027646,-0.08972394134673323,0.04601474698290531
2011-05-03,7147.73199800408,761.5217442751305,777.6722517330298,-0.025326907421003853,-0.1468469048853649,0.09619309004381194
2011-05-04,7147.704209923941,761.3640216751353,777.7743981727448,-0.027788080139544036,-0.1577225999951679,0.10214643971494297
2011-05-05,7147.67707903187,761.2732521935945,777.810905870144,-0.027130892070999835,-0.09076948154074671,0.03650769739920179
2011-05-06,7147.648585616769,761.0295166970009,777.997654536536,-0.028493415100456332,-0.243735496593672,0.18674866639196352
2011-05-07,7147.62479396516,760.9003112233078,778.0792767070116,-0.023791651608917164,-0.12920547369310498,0.08162217047561171
2011-05-08,7147.606701535596,760.7189825765289,778.2244204946629,-0.018092429564603663,-0.18132864677886573,0.1451437876513637
2011-05-09,7147.58968715961,760.5604584018815,778.3489159173388,-0.01701437598603661,-0.15852417464736845,0.12449542267586367
2011-05-10,7147.576074329749,760.4501713508683,778.4319773086286,-0.01361282986090373,-0.11028705101318792,0.08306139128978884
2011-05-11,7147.561251004766,760.3400535190569,778.512448490475,-0.014823324982899067,-0.110117831811408,0.08047118184640567
2011-05-12,7147.545744812672,760.2241901123175,778.5972995130257,-0.015506192094107973,-0.11586340673943596,0.08485102255076526
2011-05-13,7147.5293210632535,760.1336186094017,778.6550235171056,-0.0164237494182089,-0.09057150291585003,0.05772400407988698
2011-05-14,7147.512197834401,760.0412578388597,778.7131378299434,-0.017123228852142347,-0.09236077054197267,0.05811431283780166
2011-05-15,7147.495622539485,759.9209890751691,778.8002560037996,-0.01657529491603782,-0.12026876369054662,0.08711817385619725
2011-05-16,7147.479549453777,759.8165096373609,778.8725892701904,-0.01607308570874011,-0.10447943780820879,0.07233326639072857
2011-05-17,7147.464126834702,759.7006585937063,778.9575950756993,-0.015422619074342947,-0.1158510436546294,0.08500580550889936
2011-05-18,7147.4487449600865,759.5754318540162,779.0520580661563,-0.015381874615741253,-0.12522673969010611,0.09446299045703199
2011-05-19,7147.434074656152,759.4643790131735,779.1337702991307,-0.01467030393450841,-0.11105284084271716,0.08171223297438246
2011-05-20,7147.419233078703,759.3846195722751,779.18384658513,-0.014841577449260512,-0.07975944089832865,0.050076285999352876
2011-05-21,7147.405302402691,759.2605041409466,779.2801006644335,-0.013930676012023469,-0.12411543132850511,0.09625407930343499
2011-05-22,7147.3918197704625,759.1002209902716,779.4134185506514,-0.013482632228260627,-0.16028315067501353,0.13331788621792384
2011-05-23,7147.380811492759,758.9723494704836,779.5192735150348,-0.011008277703695057,-0.12787151978807287,0.10585496438341124
2011-05-24,7147.369895612464,758.8297082095504,779.6400830153761,-0.010915880295215175,-0.14264126093314644,0.12080950034135185
2011-05-25,7147.359023138958,758.6727324431995,779.7753138347165,-0.01087247350551479,-0.15697576635091082,0.13523081934033598
2011-05-26,7147.34850320778,758.5783828091212,779.8486236064384,-0.010519931178350816,-0.09434963407829855,0.07330977172193798
2011-05-27,7147.336854987423,758.4521557400421,779.951554234802,-0.011648220356619277,-0.12622706907905012,0.10293062836353783
2011-05-28,7147.325141348607,758.2567074150215,780.1235752821915,-0.011713638816218008,-0.19544832502060672,0.17202104738953494
2011-05-29,7147.312527702654,758.1745920042342,780.1804634010734,-0.012613645953024388,-0.08211541078730988,0.05688811888194323
2011-05-30,7147.298659049646,758.0970085915341,780.2303095077565,-0.013868653008103138,-0.07758341270016444,0.049846106683048674
2011-05-31,7147.28109706084,757.9310180076717,780.3611761140071,-0.01756198880593729,-0.1659905838623672,0.1308666062506063
2011-06-01,7147.262653368003,757.8105405153533,780.4447662206525,-0.018443692836626724,-0.12047749231840044,0.08359010664537436
2011-06-02,7147.244096108109,757.7513130873205,780.466879128899,-0.018557259893896116,-0.05922742803284109,0.022112908246526786
2011-06-03,7147.224446182742,757.6236516047958,780.5552407606875,-0.019649925367048127,-0.12766148252467246,0.08836163178852985
2011-06-04,7147.205374206007,757.5322046688267,780.608543743186,-0.019071976735176577,-0.09144693596908837,0.053302982498507845
2011-06-05,7147.187708136229,757.5209225325693,780.5844937398876,-0.017666069777988014,-0.011282136257364073,-0.02405000329838458
2011-06-06,7147.1715271055255,757.4475971507622,780.6254570602887,-0.016181030703592114,-0.0733253818070807,0.04096332040103334
2011-06-07,7147.154790962182,757.3613557473158,780.6782261770477,-0.016736143343223375,-0.08624140344647913,0.052769116759009194
2011-06-08,7147.137395913224,757.3296957197048,780.675096106744,-0.017395048957951076,-0.03166002761099662,-0.003130070303654975
2011-06-09,7147.119511374926,757.3058035052719,780.6632192445796,-0.017884538297948893,-0.023892214432862602,-0.011876862164399427
2011-06-10,7147.101818133415,757.2002819516327,780.7333543151968,-0.017693241511551605,-0.10552155363916427,0.07013507061719793
2011-06-11,7147.085281314645,757.139223677761,780.761338951528,-0.016536818769964157,-0.06105827387170848,0.027984636331211732
2011-06-12,7147.070004540064,757.081047765797,780.7889613143301,-0.015276774581252539,-0.05817591196398553,0.027622362802048883
2011-06-13,7147.056030957869,756.9880524714622,780.8540094442754,-0.013973582194921619,-0.09299529433485532,0.06504812994535314
2011-06-14,7147.043643962389,756.888957836431,780.9283300883475,-0.01238699547957367,-0.09909463503117877,0.07432064407203143
2011-06-15,7147.031967005335,756.7977040463104,780.9962299643581,-0.01167695705407823,-0.09125379012061785,0.0678998760106424
2011-06-16,7147.020619644523,756.7315448961172,781.0396943929292,-0.011347360811669205,-0.06615915019324348,0.043464428571041935
2011-06-17,7147.011216466464,756.6569713896712,781.0954615432563,-0.00940317805907398,-0.07457350644597227,0.05576715032714219
2011-06-18,7147.001097129095,756.6659742086364,781.0662200495536,-0.010119337369360437,0.009002818965200277,-0.029241493702670596
2011-06-19,7146.9903532603985,756.67184509314,781.0388614276567,-0.010743868696408754,0.005870884503565321,-0.027358621896951263
2011-06-20,7146.978464323537,756.6732008612782,781.0137277857948,-0.01188893686139636,0.0013557681382962983,-0.025133641861884826
2011-06-21,7146.965895977251,756.6649474974746,780.9968444570278,-0.012568346285661391,-0.008253363803646607,-0.016883328766994055
2011-06-22,7146.952692825352,756.6731962173906,780.9621894333127,-0.013203151899688237,0.00824871991596865,-0.03465502371511775
2011-06-23,7146.938425959271,756.6845977781462,780.9222541403951,-0.014266866081015905,0.011401560755643914,-0.03993529291756204
2011-06-24,7146.92408066928,756.7047722795422,780.873389059016,-0.014345289991069876,0.02017450139601351,-0.048865081379176445
2011-06-25,7146.909165303746,756.6820594346516,780.8662711728405,-0.01491536553385231,-0.022712844890634187,-0.007117886175478816
2011-06-26,7146.893825916504,756.7179163728154,780.7997354601922,-0.015339387241510849,0.03585693816376079,-0.06653571264826041
2011-06-27,7146.877180882328,756.8059428186514,780.6784189460034,-0.016645034176690388,0.0880264458360216,-0.12131651418883393
2011-06-28,7146.862219389993,756.8324417541494,780.6219970258361,-0.01496149233480537,0.026498935498011633,-0.056421920167281314
2011-06-29,7146.84789185759,756.8747694499044,780.5510142652741,-0.014327532402603538,0.042327695755034256,-0.07098276056194663
2011-06-30,7146.834832812291,757.0181801194545,780.3814855051264,-0.013059045299087302,0.14341066955012138,-0.16952876014772755
2011-07-01,7146.824106369621,757.0571796131107,780.3210331261329,-0.010726442669692915,0.03899949365620614,-0.06045237899354561
2011-07-02,7146.814348888393,757.0486485657584,780.3100492110275,-0.009757481228007236,-0.008531047352335008,-0.010983915105384767
2011-07-03,7146.804791179606,757.0395298631438,780.3000524960676,-0.00955770878772455,-0.009118702614614449,-0.009996714959925157
